,names,reviews,ratings,date
842,Cy Ng,Very outdated app compared to iOS. Can't ever read replies. Developers have said they're working on updates for months but there's still no updates.,Rated 1 stars out of five stars,"February 1, 2023"
843,Jolet Manguiat,The app is good but you need to put the same features in Android.,Rated 2 stars out of five stars,"December 15, 2022"
844,Emerson Seluta,"I have never gotten more joy from any wordly possession. This app has erased any and all weight upon my heavy soul, and I can now calmly and peaceably pass away in a mountain cave somewhere. No I have never downloaded it at the time of writing this, but I stole my friend's phone and found a bunch of really stupid faces.",Rated 5 stars out of five stars,"May 23, 2022"
845,k,The app itself is good. I just hope the iOS features will also be available on Android already like the editing the profile and widget feature for the home screen itself.,Rated 3 stars out of five stars,"August 30, 2022"
846,Ali Zain Syed,this app is so buggy i tried to add 6 lockets total and whenever someone send me one it changes all 6 lockets to their photo. the camera also cant zoom and the user interface is also buggy where it will crop the option of contacts u can send lockets to.,Rated 1 stars out of five stars,"July 7, 2022"
847,August,"I hope that it will be modified there are many mistakes, including that when we put the phone number tells us that the code has not been sent and must be modified as soon as possible on android devices and added the advantage is to enter the email instead of the phone number there are many people who want to download it but they do not have a phone number so please add the advantage of checking in by email and there is another problem which is when I convert the language to Arabic shows the firs",Rated 1 stars out of five stars,"April 24, 2022"
848,Daniel Abercrombie,this app is great to have and I love it so much,Rated 5 stars out of five stars,"March 22, 2023"
849,ط لا! ل,It works well but the updates takes so long to work on my device,Rated 5 stars out of five stars,"November 15, 2022"
850,Orli Buckwald,It's very slow and for some reason doesn't let me post pictures I can't figure out why,Rated 2 stars out of five stars,"December 30, 2022"
851,Dylan Usher,Cant upload photos can only take new ones widgetshare is a superior application that is a 5 star app unlike this. All this time waiting for it to come to Android and its worse than its copy cats Thank you for listening and check out widgetshare,Rated 1 stars out of five stars,"June 12, 2022"
852,Althea Diras,"i give your app a 2 star rating, mainly because of the bugs as well as lack of features equivalent to ios. My widget keeps disappearing and being cut in half. And i would to react to pics and send to individual people. I write this with lots of love. Love the app",Rated 2 stars out of five stars,"April 22, 2022"
853,Seigen,"been stuck on ""Couldn't send code, too many attempts, please try again later"". Its funny cause ive just downloaded the app and this happened.. and what make it worse is even reinstalling the app wont help this issue..",Rated 1 stars out of five stars,"December 26, 2022"
854,kjkj ll,"It is so bad whatever i do it alway says ( send your first locket) and dont show me any pictures of my friends or even the ones i took just always give me the send your first thing im so annoyed and the updates don't get to me, always glitches the only reason I use it is because my friend use it for EVERYTHING 👎🏻👎🏻",Rated 1 stars out of five stars,"October 21, 2022"
855,yomna blah,It's nice and all but why do iphone users have more features than android version. Not only that i get to ONLY use 5 reactions but i can't even see my friend's reactions are anymore. There's also some other features that android users don't have.,Rated 2 stars out of five stars,"October 13, 2022"
856,Tyra Sevallius,"It's really fun to use! And it's super nice that they made an Android version! The only ""bad"" thing I would say about it is that you can't send videos, but that's not really the point of the app. :)",Rated 4 stars out of five stars,"October 10, 2022"
857,Ciel Naa,the app is good to be honest but i wish it allowed us to choose picture that is already on the phone to send because not everytime we can take good photos and maybe sometimes i'd like to send old pics or stuffs like that i really do wish you could add that feature on the update pls,Rated 4 stars out of five stars,"October 6, 2022"
858,Shlama Llama,"Won't let me set up. Stuck on the loading screen that says, ""Live pics from your friends, on your home screen"" when a friend sent me the link it did not show up.",Rated 1 stars out of five stars,"October 17, 2022"
859,Princess Lara Placido,"This is a really great app, But it would be nice if i can send pictures from my gallery, y'know? Not just straight from the camera, i hope you could add a feature like this.",Rated 4 stars out of five stars,"October 21, 2022"
860,princesslove *,Honestly. I'm enraged. I accidentally sent a picture cause I double clicked. And when I deleted it. Others can still see it. I hate this app now cause I didn't want people to see that.,Rated 1 stars out of five stars,"October 21, 2022"
861,Sarah Aamir,"it's a really fun idea only issue I have is that anytime I open the app from the widget the application goes full brightness, searing my eyes it's not brightness from my phone settings, it's brightness from the application itself",Rated 3 stars out of five stars,"October 16, 2022"
862,alicya putri,"i cant even sign in, it's keep saying too many attempts, whereas this is my first time downloaded this app, i tried with another phone number and it still saying too many attempts, i've tried signing in for 4 days and this app still cant process my account, please fix this error",Rated 1 stars out of five stars,"December 23, 2022"
863,matty,"a very wholesome app, it really made 2022 fun and interesting with that one person. but it's sad knowing you can't see your friends replies since they use ios locket and i am on Android. so please!!! work on it asap! we need an update where android users can have the chat feature. much love xoxox",Rated 5 stars out of five stars,"January 1, 2023"
864,Reffy Goo,"I like this app. Capable of snapping good quality pics and mass sending, though I wish there's more than the message function.",Rated 5 stars out of five stars,"November 8, 2022"
865,Miguel Felipe,"The app is amazing just sadly I can't have my best friend on the app because it's not supported on here device, is there any chance you can make it support lower android devices, because she really want to join the app but can't",Rated 4 stars out of five stars,"October 6, 2022"
866,Sunshine Cole,Really cool concept and good app. But works best with only 1 friend and I REALLY wish I could pick a pic from my gallery to send and not have to take a new 1 every time,Rated 4 stars out of five stars,"October 24, 2022"
867,Rik Vos,"Great app, would be even better if you could put multiple widgets for different persons so every widget has someone else on it.",Rated 4 stars out of five stars,"October 3, 2022"
868,Meowie :p,I LOVE THIS APP!!! Its really fun but I also have a suggestion. since it's the end of 2022 it'd be nice to have a recap (just like Spotify and BeReal ❤️),Rated 5 stars out of five stars,"December 18, 2022"
869,Fadhilah Ibrahim,"Hello! I think this app is really good, 100% like the idea behind it.. However, it seems that I can't download the photo that I've taken on the app. Is there any way possible for me to rectify this problem?",Rated 3 stars out of five stars,"October 8, 2022"
